comment_count,close_style,user_age,original_price,discount_rate,price,good_rate,sole_material,style,brand,is_plus,is_return,sales,cluster
2014,魔术贴鞋,57,135,89,120,99,PU中底,工装硬朗,特步男鞋,0,1,806,2
1032,魔术贴鞋,48,165,60,99,92,MD发泡底,工装硬朗,其他品牌,0,1,26,2
2173,拉链鞋款,39,242,66,160,91,TPR鞋底,运动休闲,鸿星尔克,1,1,739,2
4631,魔术贴鞋,50,310,71,220,100,橡胶大底,简约百搭,安踏运动,1,1,27,2
11532,松紧带鞋,49,162,61,99,91,橡胶大底,日常休闲,回力经典,0,1,22,0
708,系带设计,47,282,57,161,90,TPR鞋底,日常休闲,阿迪达斯,0,0,909,1
567,魔术贴鞋,59,159,75,119,93,EVA轻底,复古潮鞋,京东京造,0,1,19,2
1162,套脚款式,45,228,92,210,97,PU中底,户外机能,其他品牌,0,1,891,2
362,系带设计,42,254,59,150,96,EVA轻底,运动休闲,鸿星尔克,0,1,742,2
2004,松紧带鞋,59,133,88,117,94,橡胶大底,工装硬朗,安踏运动,1,0,10,1
372,系带设计,46,146,68,99,94,MD发泡底,运动休闲,斯凯奇潮,0,1,1149,2
196,松紧带鞋,40,254,61,155,91,TPR鞋底,复古潮鞋,安踏运动,1,0,667,1
1517,套脚款式,58,452,67,303,94,PU中底,工装硬朗,特步男鞋,0,1,964,3
475,拉链鞋款,53,160,62,99,93,PU中底,潮流高街,李宁休闲,1,0,120,1
2066,松紧带鞋,39,157,63,99,92,橡胶大底,复古潮鞋,鸿星尔克,0,0,1391,1
3718,松紧带鞋,61,162,84,136,90,混合鞋底,运动休闲,鸿星尔克,0,1,327,2
1835,系带设计,44,132,75,99,92,TPR鞋底,户外机能,特步男鞋,0,1,4566,2
601,套脚款式,65,395,61,241,92,橡胶大底,简约百搭,鸿星尔克,0,1,581,3
179,拉链鞋款,51,291,78,227,91,TPR鞋底,户外机能,耐克潮流,1,1,27,2
404,松紧带鞋,64,135,85,115,99,混合鞋底,简约百搭,阿迪达斯,0,1,1488,2
8983,系带设计,61,186,96,179,91,TPR鞋底,户外机能,京东京造,1,1,175,2
4370,魔术贴鞋,40,165,81,134,90,MD发泡底,潮流高街,耐克潮流,0,1,4289,2
1711,松紧带鞋,44,403,62,250,88,EVA轻底,日常休闲,李宁休闲,1,0,806,3
177,松紧带鞋,63,204,84,171,94,PU中底,潮流高街,特步男鞋,0,0,1186,1
1051,套脚款式,33,112,88,99,96,TPR鞋底,潮流高街,回力经典,0,0,4760,1
1921,松紧带鞋,55,332,94,312,98,EVA轻底,复古潮鞋,京东京造,0,0,222,3
5134,松紧带鞋,46,146,68,99,96,橡胶大底,复古潮鞋,耐克潮流,0,0,4542,1
529,拉链鞋款,23,112,88,99,92,EVA轻底,日常休闲,斯凯奇潮,1,1,816,2
185,松紧带鞋,46,161,89,143,97,PU中底,日常休闲,其他品牌,1,1,4251,2
2818,拉链鞋款,45,124,80,99,92,MD发泡底,潮流高街,回力经典,1,0,718,1
1320,系带设计,36,274,57,156,93,橡胶大底,运动休闲,李宁休闲,1,0,41,1
694,松紧带鞋,61,198,50,99,98,混合鞋底,日常休闲,鸿星尔克,0,0,805,1
252,松紧带鞋,41,252,54,136,97,橡胶大底,工装硬朗,回力经典,0,0,1252,1
121,魔术贴鞋,42,128,92,118,93,橡胶大底,复古潮鞋,京东京造,0,0,382,1
1508,拉链鞋款,44,256,63,161,91,EVA轻底,工装硬朗,阿迪达斯,0,1,1030,2
1179,套脚款式,38,474,93,441,94,橡胶大底,工装硬朗,其他品牌,1,1,30,3
1702,魔术贴鞋,50,116,85,99,95,MD发泡底,复古潮鞋,安踏运动,0,0,4627,1
7003,松紧带鞋,38,130,76,99,91,EVA轻底,工装硬朗,李宁休闲,1,1,463,2
1985,魔术贴鞋,55,100,99,99,100,EVA轻底,复古潮鞋,耐克潮流,0,0,1087,1
10324,魔术贴鞋,18,162,61,99,89,混合鞋底,复古潮鞋,其他品牌,0,1,414,0
940,魔术贴鞋,43,99,100,99,92,TPR鞋底,日常休闲,斯凯奇潮,0,0,3503,1
504,魔术贴鞋,48,596,50,298,92,EVA轻底,户外机能,阿迪达斯,1,1,465,3
156,套脚款式,47,308,63,194,90,混合鞋底,户外机能,特步男鞋,1,1,3535,2
541,系带设计,45,119,83,99,100,橡胶大底,潮流高街,特步男鞋,1,0,6,1
410,拉链鞋款,46,125,79,99,90,TPR鞋底,运动休闲,李宁休闲,1,0,835,1
189,系带设计,51,157,82,129,90,橡胶大底,潮流高街,李宁休闲,1,1,895,2
2214,松紧带鞋,54,120,97,116,95,橡胶大底,日常休闲,特步男鞋,0,1,7,2
499,魔术贴鞋,54,138,82,113,86,橡胶大底,工装硬朗,耐克潮流,1,1,4343,2
963,套脚款式,40,103,96,99,96,MD发泡底,复古潮鞋,安踏运动,1,0,4191,1
1036,松紧带鞋,50,150,66,99,89,橡胶大底,潮流高街,安踏运动,0,0,1298,1
1740,套脚款式,55,115,86,99,96,TPR鞋底,工装硬朗,安踏运动,0,0,236,1
683,套脚款式,52,124,80,99,98,EVA轻底,工装硬朗,鸿星尔克,0,0,21,1
1250,套脚款式,38,134,74,99,90,橡胶大底,日常休闲,其他品牌,0,0,2684,1
954,拉链鞋款,42,252,54,136,85,混合鞋底,复古潮鞋,特步男鞋,0,0,4045,1
3116,拉链鞋款,45,194,64,124,94,橡胶大底,复古潮鞋,特步男鞋,0,0,1016,1
1278,魔术贴鞋,50,183,54,99,90,混合鞋底,潮流高街,安踏运动,1,0,34,1
3024,松紧带鞋,43,571,86,491,94,混合鞋底,户外机能,李宁休闲,1,1,4300,3
6547,套脚款式,62,177,56,99,96,TPR鞋底,简约百搭,李宁休闲,1,1,282,2
230,拉链鞋款,46,152,65,99,90,MD发泡底,运动休闲,耐克潮流,0,1,3,2
38888,魔术贴鞋,37,458,57,261,100,TPR鞋底,工装硬朗,鸿星尔克,0,1,38,0
5398,套脚款式,48,324,55,178,94,橡胶大底,潮流高街,京东京造,1,0,12,1
269,魔术贴鞋,61,193,58,112,99,EVA轻底,运动休闲,斯凯奇潮,1,0,7,1
1479,拉链鞋款,49,175,73,128,93,MD发泡底,工装硬朗,特步男鞋,1,0,56,1
232,松紧带鞋,53,757,89,674,93,TPR鞋底,复古潮鞋,安踏运动,1,1,192,3
7358,系带设计,54,101,98,99,85,橡胶大底,简约百搭,李宁休闲,0,1,126,2
245,系带设计,49,536,77,413,96,EVA轻底,运动休闲,其他品牌,1,1,4714,3
503,套脚款式,37,122,81,99,95,MD发泡底,工装硬朗,耐克潮流,0,0,889,1
3858,松紧带鞋,63,205,91,187,97,EVA轻底,潮流高街,鸿星尔克,0,0,840,1
292,拉链鞋款,54,141,83,117,99,PU中底,简约百搭,京东京造,1,1,757,2
646,松紧带鞋,45,102,97,99,92,混合鞋底,运动休闲,鸿星尔克,1,1,538,2
1364,松紧带鞋,53,185,54,100,92,TPR鞋底,潮流高街,阿迪达斯,0,0,1490,1
800,套脚款式,42,134,97,130,91,EVA轻底,日常休闲,斯凯奇潮,1,1,1310,2
3017,套脚款式,61,251,84,211,91,TPR鞋底,工装硬朗,斯凯奇潮,0,0,1476,1
1469,系带设计,56,122,81,99,92,PU中底,运动休闲,李宁休闲,1,0,668,1
682,拉链鞋款,53,111,100,111,91,橡胶大底,户外机能,耐克潮流,0,1,3673,2
1414,拉链鞋款,49,202,89,180,87,PU中底,日常休闲,安踏运动,0,0,1105,1
3388,套脚款式,43,103,96,99,96,MD发泡底,简约百搭,回力经典,1,0,755,1
1226,套脚款式,30,105,94,99,97,TPR鞋底,简约百搭,京东京造,1,0,890,1
502,魔术贴鞋,55,333,90,300,90,MD发泡底,户外机能,鸿星尔克,0,0,23,3
3677,拉链鞋款,52,148,67,99,93,橡胶大底,户外机能,京东京造,0,0,276,1
669,套脚款式,35,276,51,141,100,TPR鞋底,复古潮鞋,回力经典,1,1,4127,2
8369,系带设计,58,362,61,221,88,TPR鞋底,潮流高街,鸿星尔克,1,1,325,3
6408,魔术贴鞋,55,165,60,99,91,混合鞋底,工装硬朗,斯凯奇潮,0,1,18,2
1950,拉链鞋款,47,382,60,229,94,混合鞋底,运动休闲,其他品牌,1,1,825,3
1617,拉链鞋款,53,229,87,199,92,橡胶大底,户外机能,耐克潮流,1,0,2185,1
606,套脚款式,52,341,66,225,93,MD发泡底,工装硬朗,耐克潮流,1,1,3077,2
8053,套脚款式,49,257,54,139,97,EVA轻底,潮流高街,李宁休闲,1,1,62,2
242,拉链鞋款,50,183,54,99,93,EVA轻底,复古潮鞋,耐克潮流,0,1,1345,2
290,系带设计,36,110,90,99,96,MD发泡底,工装硬朗,特步男鞋,0,0,3807,1
323,松紧带鞋,53,180,55,99,94,EVA轻底,日常休闲,回力经典,1,0,531,1
555,松紧带鞋,54,112,88,99,95,MD发泡底,日常休闲,鸿星尔克,0,0,46,1
2333,系带设计,41,111,89,99,91,PU中底,复古潮鞋,特步男鞋,0,1,1482,2
2538,松紧带鞋,50,143,69,99,92,TPR鞋底,运动休闲,回力经典,1,0,274,1
5187,松紧带鞋,58,188,57,107,93,MD发泡底,复古潮鞋,斯凯奇潮,1,0,600,1
51,魔术贴鞋,28,222,64,142,100,MD发泡底,潮流高街,阿迪达斯,0,1,656,2
126,系带设计,45,155,64,99,91,混合鞋底,日常休闲,鸿星尔克,0,0,1337,1
551,套脚款式,50,242,79,191,86,橡胶大底,运动休闲,其他品牌,0,0,621,1
3084,拉链鞋款,44,246,69,170,97,TPR鞋底,日常休闲,斯凯奇潮,0,0,837,1
5706,松紧带鞋,38,177,56,99,86,橡胶大底,复古潮鞋,回力经典,0,0,10,1
27738,魔术贴鞋,41,211,85,179,96,混合鞋底,简约百搭,耐克潮流,0,0,1079,0
3905,魔术贴鞋,41,184,82,151,97,MD发泡底,简约百搭,京东京造,1,0,355,1
1125,套脚款式,44,168,59,99,92,混合鞋底,复古潮鞋,安踏运动,0,1,20,2
387,系带设计,36,157,89,140,91,PU中底,工装硬朗,特步男鞋,1,1,4655,2
702,套脚款式,46,101,98,99,97,PU中底,潮流高街,李宁休闲,1,1,1490,2
947,拉链鞋款,32,162,92,149,94,TPR鞋底,工装硬朗,特步男鞋,1,1,10,2
502,套脚款式,41,170,70,119,96,混合鞋底,潮流高街,耐克潮流,0,0,1258,1
4201,魔术贴鞋,37,166,70,116,93,TPR鞋底,潮流高街,京东京造,1,0,704,1
348,松紧带鞋,48,122,81,99,99,混合鞋底,日常休闲,阿迪达斯,0,0,798,1
1155,松紧带鞋,29,116,85,99,93,橡胶大底,潮流高街,鸿星尔克,1,1,267,2
1433,松紧带鞋,44,176,59,104,100,TPR鞋底,日常休闲,鸿星尔克,1,0,4723,1
770,系带设计,43,148,89,132,92,MD发泡底,日常休闲,阿迪达斯,0,0,31,1
1456,松紧带鞋,44,156,84,131,93,MD发泡底,户外机能,耐克潮流,1,0,1382,1
1801,套脚款式,48,125,79,99,93,TPR鞋底,工装硬朗,李宁休闲,0,1,4318,2
133,松紧带鞋,43,214,97,208,91,TPR鞋底,日常休闲,其他品牌,0,0,359,1
1963,魔术贴鞋,55,232,71,165,93,TPR鞋底,工装硬朗,安踏运动,1,1,2386,2
4192,系带设计,53,162,61,99,91,TPR鞋底,日常休闲,耐克潮流,1,0,31,1
370,拉链鞋款,34,118,84,99,95,TPR鞋底,运动休闲,特步男鞋,0,1,3898,2
394,魔术贴鞋,41,349,96,335,100,EVA轻底,简约百搭,李宁休闲,0,0,2347,3
891,套脚款式,37,343,68,233,97,TPR鞋底,日常休闲,安踏运动,0,1,786,2
360,系带设计,35,400,57,228,95,混合鞋底,工装硬朗,斯凯奇潮,0,1,90,3
339,魔术贴鞋,45,160,62,99,89,混合鞋底,简约百搭,其他品牌,1,0,575,1
8526,魔术贴鞋,47,269,95,256,86,橡胶大底,户外机能,京东京造,1,0,1265,1
3152,拉链鞋款,53,155,65,101,91,PU中底,简约百搭,京东京造,1,1,100,2
5855,系带设计,55,119,83,99,86,TPR鞋底,运动休闲,斯凯奇潮,1,1,21,2
224,系带设计,37,216,94,203,96,MD发泡底,户外机能,其他品牌,0,1,1,2
1282,系带设计,35,236,73,172,92,橡胶大底,户外机能,阿迪达斯,0,0,304,1
72,拉链鞋款,45,442,81,358,96,MD发泡底,复古潮鞋,其他品牌,1,1,201,3
1070,系带设计,37,169,87,147,90,混合鞋底,运动休闲,李宁休闲,0,1,0,2
1664,套脚款式,58,113,98,111,87,混合鞋底,户外机能,李宁休闲,0,0,401,1
2073,拉链鞋款,39,800,51,408,86,EVA轻底,日常休闲,安踏运动,1,1,318,3
109,拉链鞋款,48,141,79,111,98,PU中底,潮流高街,耐克潮流,1,1,274,2
1253,魔术贴鞋,59,337,100,337,97,TPR鞋底,运动休闲,斯凯奇潮,0,1,28,3
292,松紧带鞋,54,253,51,129,88,EVA轻底,日常休闲,李宁休闲,1,1,932,2
58,松紧带鞋,58,119,83,99,95,MD发泡底,日常休闲,阿迪达斯,1,0,1009,1
678,拉链鞋款,44,163,76,124,100,PU中底,简约百搭,安踏运动,0,1,1329,2
2243,系带设计,52,109,91,99,94,PU中底,日常休闲,特步男鞋,1,0,235,1
686,松紧带鞋,50,99,100,99,91,混合鞋底,运动休闲,李宁休闲,0,0,1430,1
1321,系带设计,61,132,75,99,90,MD发泡底,简约百搭,李宁休闲,0,0,205,1
4468,套脚款式,49,111,89,99,85,TPR鞋底,简约百搭,京东京造,1,0,486,1
951,套脚款式,52,100,99,99,97,橡胶大底,运动休闲,耐克潮流,1,1,1255,2
1409,松紧带鞋,51,173,92,159,90,EVA轻底,潮流高街,鸿星尔克,0,1,798,2
5384,系带设计,50,279,89,248,90,混合鞋底,潮流高街,阿迪达斯,0,1,1147,2
1339,魔术贴鞋,38,143,88,126,90,TPR鞋底,日常休闲,耐克潮流,1,0,124,1
931,魔术贴鞋,44,504,67,338,98,MD发泡底,简约百搭,耐克潮流,1,1,665,3
257,拉链鞋款,56,127,78,99,97,PU中底,潮流高街,斯凯奇潮,0,0,1430,1
1991,魔术贴鞋,52,369,52,192,93,混合鞋底,复古潮鞋,李宁休闲,1,0,13,1
2828,套脚款式,42,167,63,105,96,EVA轻底,日常休闲,阿迪达斯,1,0,1213,1
1149,魔术贴鞋,51,332,93,309,97,TPR鞋底,工装硬朗,李宁休闲,0,1,3141,3
16766,拉链鞋款,57,145,97,141,96,混合鞋底,户外机能,耐克潮流,1,1,1400,0
3206,拉链鞋款,45,152,65,99,98,TPR鞋底,日常休闲,特步男鞋,0,0,3580,1
920,拉链鞋款,60,151,75,113,96,TPR鞋底,户外机能,斯凯奇潮,0,1,20,2
1365,拉链鞋款,57,111,89,99,97,混合鞋底,潮流高街,阿迪达斯,0,1,36,2
2058,松紧带鞋,51,357,79,282,97,PU中底,日常休闲,李宁休闲,1,0,10,3
145,松紧带鞋,39,242,52,126,100,EVA轻底,日常休闲,特步男鞋,1,0,34,1
1532,魔术贴鞋,41,112,88,99,93,EVA轻底,运动休闲,阿迪达斯,1,1,724,2
5049,系带设计,58,258,53,137,91,混合鞋底,工装硬朗,特步男鞋,0,0,576,1
5145,套脚款式,61,144,73,105,98,MD发泡底,日常休闲,京东京造,1,0,475,1
1558,套脚款式,46,195,59,115,90,TPR鞋底,复古潮鞋,其他品牌,0,0,584,1
1227,套脚款式,40,194,52,101,90,混合鞋底,潮流高街,李宁休闲,1,0,3141,1
3112,松紧带鞋,42,101,98,99,91,EVA轻底,简约百搭,斯凯奇潮,1,1,1,2
66,松紧带鞋,53,271,95,257,94,TPR鞋底,日常休闲,特步男鞋,0,1,24,2
1845,拉链鞋款,56,148,67,99,95,MD发泡底,工装硬朗,耐克潮流,0,1,13,2
1053,拉链鞋款,60,242,55,133,96,TPR鞋底,潮流高街,鸿星尔克,1,0,503,1
3486,系带设计,46,182,90,164,92,橡胶大底,潮流高街,斯凯奇潮,1,0,440,1
2025,系带设计,55,173,86,149,98,MD发泡底,简约百搭,斯凯奇潮,1,0,14,1
587,松紧带鞋,40,127,78,99,86,橡胶大底,户外机能,其他品牌,0,1,156,2
2235,松紧带鞋,63,121,82,99,92,TPR鞋底,运动休闲,阿迪达斯,1,1,36,2
194,系带设计,65,299,68,203,94,橡胶大底,复古潮鞋,京东京造,0,0,465,1
375,松紧带鞋,35,148,67,99,95,TPR鞋底,工装硬朗,鸿星尔克,1,0,4759,1
438,魔术贴鞋,45,182,72,131,96,混合鞋底,复古潮鞋,特步男鞋,0,0,439,1
245,魔术贴鞋,53,148,67,99,97,PU中底,运动休闲,李宁休闲,1,0,29,1
2238,魔术贴鞋,48,204,73,149,91,TPR鞋底,复古潮鞋,其他品牌,1,0,1335,1
1613,魔术贴鞋,43,191,79,151,90,MD发泡底,简约百搭,安踏运动,0,0,976,1
524,系带设计,43,102,99,101,93,MD发泡底,复古潮鞋,耐克潮流,0,1,65,2
7206,魔术贴鞋,55,252,75,189,97,EVA轻底,户外机能,斯凯奇潮,1,0,4069,1
7724,套脚款式,50,103,99,102,91,橡胶大底,简约百搭,鸿星尔克,0,0,749,1
3817,拉链鞋款,41,124,80,99,91,PU中底,日常休闲,李宁休闲,0,0,141,1
2298,套脚款式,37,420,50,210,91,MD发泡底,日常休闲,其他品牌,0,0,27,3
1024,拉链鞋款,42,269,75,202,87,混合鞋底,户外机能,鸿星尔克,0,0,3034,1
1738,松紧带鞋,47,214,65,139,90,橡胶大底,复古潮鞋,斯凯奇潮,1,1,990,2
851,松紧带鞋,49,254,97,246,89,混合鞋底,户外机能,斯凯奇潮,1,0,1470,1
878,魔术贴鞋,46,187,87,163,90,PU中底,运动休闲,斯凯奇潮,1,0,27,1
1588,松紧带鞋,52,108,92,99,97,混合鞋底,工装硬朗,京东京造,0,0,46,1
128,松紧带鞋,56,108,92,99,95,EVA轻底,日常休闲,阿迪达斯,0,0,2276,1
2269,松紧带鞋,50,150,66,99,92,EVA轻底,简约百搭,其他品牌,0,0,49,1
2380,套脚款式,32,200,63,126,91,橡胶大底,日常休闲,耐克潮流,0,0,285,1
702,松紧带鞋,18,599,74,443,91,混合鞋底,简约百搭,阿迪达斯,1,1,1266,3
4078,魔术贴鞋,42,127,78,99,100,EVA轻底,简约百搭,安踏运动,0,1,12,2
3525,套脚款式,44,214,58,124,100,橡胶大底,日常休闲,阿迪达斯,0,0,1250,1
1585,系带设计,56,184,83,153,93,MD发泡底,潮流高街,李宁休闲,1,0,451,1
9124,松紧带鞋,39,176,92,162,95,TPR鞋底,潮流高街,李宁休闲,1,0,344,1
82,松紧带鞋,41,122,81,99,94,混合鞋底,潮流高街,阿迪达斯,0,0,1185,1
1161,松紧带鞋,27,171,87,149,91,EVA轻底,户外机能,阿迪达斯,1,0,1087,1
772,拉链鞋款,40,147,73,107,96,MD发泡底,潮流高街,其他品牌,0,1,368,2
4366,松紧带鞋,49,115,86,99,91,橡胶大底,工装硬朗,其他品牌,1,0,366,1
1825,系带设计,50,954,61,582,95,MD发泡底,工装硬朗,斯凯奇潮,1,1,1500,3
1125,松紧带鞋,42,223,65,145,96,混合鞋底,简约百搭,阿迪达斯,0,0,1328,1
265,套脚款式,51,111,89,99,97,MD发泡底,复古潮鞋,回力经典,1,1,671,2
1066,拉链鞋款,52,402,56,225,96,混合鞋底,复古潮鞋,斯凯奇潮,0,1,1350,3
918,拉链鞋款,45,124,80,99,96,EVA轻底,潮流高街,李宁休闲,0,1,322,2
643,魔术贴鞋,43,121,82,99,95,混合鞋底,日常休闲,耐克潮流,1,1,4683,2
624,魔术贴鞋,46,341,54,184,85,TPR鞋底,复古潮鞋,耐克潮流,0,1,1422,2
5636,魔术贴鞋,41,103,96,99,97,MD发泡底,运动休闲,其他品牌,1,0,10,1
287,套脚款式,49,198,50,99,96,TPR鞋底,潮流高街,鸿星尔克,0,0,1218,1
2807,套脚款式,59,105,94,99,87,EVA轻底,日常休闲,耐克潮流,0,1,1130,2
465,拉链鞋款,60,132,99,131,98,EVA轻底,复古潮鞋,鸿星尔克,0,0,1100,1
3150,拉链鞋款,54,180,55,99,91,PU中底,简约百搭,回力经典,0,0,417,1
103,拉链鞋款,52,113,99,112,91,PU中底,潮流高街,鸿星尔克,0,1,2009,2
2410,松紧带鞋,65,347,86,298,90,EVA轻底,简约百搭,其他品牌,1,0,56,3
407,松紧带鞋,49,177,56,99,93,MD发泡底,运动休闲,安踏运动,1,0,1341,1
638,魔术贴鞋,51,148,99,147,95,混合鞋底,潮流高街,特步男鞋,0,1,3611,2
1024,套脚款式,51,195,88,172,90,EVA轻底,日常休闲,斯凯奇潮,0,0,14,1
2470,套脚款式,48,100,99,99,94,混合鞋底,简约百搭,鸿星尔克,1,1,1275,2
330,系带设计,56,134,74,99,85,TPR鞋底,日常休闲,特步男鞋,1,0,4,1
884,拉链鞋款,55,116,85,99,97,PU中底,户外机能,耐克潮流,0,0,26,1
1883,魔术贴鞋,38,204,73,149,93,PU中底,户外机能,李宁休闲,0,0,26,1
288,拉链鞋款,33,128,100,128,97,TPR鞋底,潮流高街,京东京造,1,0,23,1
1328,松紧带鞋,33,182,55,100,97,MD发泡底,户外机能,其他品牌,1,0,1236,1
4085,套脚款式,46,279,68,190,99,TPR鞋底,简约百搭,安踏运动,0,0,1018,1
883,套脚款式,58,385,52,200,90,MD发泡底,潮流高街,鸿星尔克,0,1,686,3
378,拉链鞋款,45,498,54,269,95,EVA轻底,运动休闲,回力经典,1,0,7,3
1070,套脚款式,45,141,76,107,98,MD发泡底,潮流高街,京东京造,0,1,1205,2
939,松紧带鞋,41,177,56,99,96,MD发泡底,简约百搭,回力经典,0,1,102,2
307,松紧带鞋,43,104,95,99,91,PU中底,户外机能,京东京造,0,0,14,1
186,松紧带鞋,49,462,87,402,96,EVA轻底,运动休闲,其他品牌,1,1,1187,3
7764,拉链鞋款,49,155,64,99,91,MD发泡底,工装硬朗,斯凯奇潮,1,1,592,2
330,拉链鞋款,49,203,66,134,94,橡胶大底,简约百搭,安踏运动,1,1,1445,2
8889,魔术贴鞋,44,372,65,242,99,EVA轻底,运动休闲,斯凯奇潮,1,0,7,3
1596,套脚款式,43,134,74,99,95,橡胶大底,复古潮鞋,其他品牌,1,1,1147,2
1681,松紧带鞋,37,108,92,99,96,橡胶大底,运动休闲,鸿星尔克,0,1,44,2
1421,魔术贴鞋,51,299,79,236,91,PU中底,复古潮鞋,安踏运动,1,0,733,1
1267,系带设计,48,210,61,128,99,混合鞋底,复古潮鞋,耐克潮流,0,1,930,2
1831,系带设计,53,228,64,146,92,EVA轻底,复古潮鞋,京东京造,0,0,1241,1
2694,拉链鞋款,60,114,87,99,89,EVA轻底,运动休闲,安踏运动,0,0,10,1
2338,松紧带鞋,48,129,77,99,89,MD发泡底,潮流高街,回力经典,1,1,467,2
802,系带设计,42,146,68,99,93,TPR鞋底,户外机能,安踏运动,0,1,428,2
344,拉链鞋款,53,141,98,138,96,EVA轻底,日常休闲,斯凯奇潮,0,1,1432,2
1462,套脚款式,58,110,90,99,89,EVA轻底,运动休闲,鸿星尔克,1,0,4237,1
2054,拉链鞋款,48,218,77,168,91,EVA轻底,运动休闲,李宁休闲,0,1,1111,2
9119,拉链鞋款,56,405,56,227,95,MD发泡底,工装硬朗,李宁休闲,0,0,37,3
2257,拉链鞋款,65,123,86,106,99,混合鞋底,简约百搭,鸿星尔克,0,0,934,1
111,松紧带鞋,37,305,55,168,94,混合鞋底,潮流高街,李宁休闲,1,1,1359,2
789,魔术贴鞋,49,271,73,198,90,橡胶大底,工装硬朗,特步男鞋,0,0,1449,1
379,套脚款式,50,359,51,183,92,橡胶大底,户外机能,回力经典,1,0,2207,1
2794,套脚款式,40,109,91,99,96,MD发泡底,简约百搭,其他品牌,0,0,4912,1
2969,魔术贴鞋,55,111,89,99,92,TPR鞋底,复古潮鞋,安踏运动,1,0,50,1
1250,松紧带鞋,43,316,56,177,90,MD发泡底,户外机能,李宁休闲,1,0,2,1
487,拉链鞋款,43,99,100,99,94,TPR鞋底,工装硬朗,鸿星尔克,0,1,595,2
5204,套脚款式,58,229,62,142,91,TPR鞋底,日常休闲,回力经典,1,1,870,2
733,套脚款式,57,134,74,99,96,混合鞋底,工装硬朗,阿迪达斯,1,0,732,1
1398,魔术贴鞋,59,203,66,134,100,混合鞋底,日常休闲,特步男鞋,0,1,854,2
335,魔术贴鞋,43,162,61,99,90,EVA轻底,户外机能,特步男鞋,1,0,381,1
880,系带设计,37,116,85,99,94,TPR鞋底,工装硬朗,京东京造,0,1,873,2
1373,松紧带鞋,42,244,71,173,95,EVA轻底,运动休闲,斯凯奇潮,1,0,21,1
322,拉链鞋款,48,393,67,263,93,PU中底,日常休闲,耐克潮流,1,1,1368,3
1999,松紧带鞋,46,105,94,99,92,混合鞋底,简约百搭,回力经典,0,0,509,1
363,套脚款式,48,239,93,222,94,混合鞋底,工装硬朗,李宁休闲,0,0,4101,1
3179,松紧带鞋,60,217,53,115,94,橡胶大底,复古潮鞋,京东京造,1,0,31,1
497,系带设计,50,180,55,99,96,橡胶大底,日常休闲,特步男鞋,1,1,721,2
634,系带设计,49,177,56,99,92,TPR鞋底,户外机能,耐克潮流,0,1,1114,2
762,套脚款式,46,388,50,194,95,EVA轻底,简约百搭,阿迪达斯,1,0,22,3
9388,套脚款式,38,244,62,151,97,PU中底,复古潮鞋,阿迪达斯,1,1,378,2
160,松紧带鞋,42,319,53,169,91,MD发泡底,日常休闲,斯凯奇潮,1,0,50,1
264,套脚款式,38,368,65,239,93,PU中底,工装硬朗,阿迪达斯,0,0,0,3
809,系带设计,32,274,78,214,97,混合鞋底,户外机能,耐克潮流,1,1,854,2
613,拉链鞋款,38,173,62,107,94,TPR鞋底,工装硬朗,阿迪达斯,0,0,448,1
776,松紧带鞋,46,179,75,134,97,EVA轻底,工装硬朗,回力经典,1,1,14,2
1129,拉链鞋款,48,343,89,305,87,PU中底,运动休闲,回力经典,1,0,450,3
744,套脚款式,44,132,77,102,90,EVA轻底,日常休闲,李宁休闲,1,0,12,1
1112,套脚款式,48,134,74,99,92,EVA轻底,户外机能,其他品牌,1,0,43,1
3128,拉链鞋款,63,135,89,120,94,EVA轻底,复古潮鞋,京东京造,0,0,1210,1
684,套脚款式,40,165,60,99,93,EVA轻底,潮流高街,李宁休闲,1,1,461,2
3041,拉链鞋款,42,155,84,130,98,TPR鞋底,复古潮鞋,其他品牌,0,0,652,1
1007,拉链鞋款,47,198,50,99,90,TPR鞋底,日常休闲,特步男鞋,0,0,2,1
3043,魔术贴鞋,47,182,99,180,93,EVA轻底,简约百搭,回力经典,0,0,1299,1
8036,套脚款式,56,162,61,99,95,MD发泡底,工装硬朗,安踏运动,0,1,16,2
720,套脚款式,54,223,91,203,89,混合鞋底,复古潮鞋,其他品牌,1,0,3690,1
502,拉链鞋款,57,198,50,99,90,混合鞋底,复古潮鞋,安踏运动,0,0,382,1
1183,套脚款式,36,592,83,491,88,MD发泡底,日常休闲,其他品牌,1,0,3801,3
4115,拉链鞋款,40,383,94,360,91,混合鞋底,户外机能,特步男鞋,1,0,824,3
3389,套脚款式,39,174,57,99,92,橡胶大底,工装硬朗,李宁休闲,0,0,24,1
185,拉链鞋款,43,160,62,99,95,混合鞋底,潮流高街,斯凯奇潮,0,1,1411,2
1746,套脚款式,36,193,82,158,93,橡胶大底,运动休闲,其他品牌,1,0,113,1
509,魔术贴鞋,45,500,56,280,99,混合鞋底,简约百搭,鸿星尔克,1,1,4542,3
87,套脚款式,51,381,57,217,88,EVA轻底,简约百搭,京东京造,1,0,26,3
307,松紧带鞋,42,241,96,231,93,EVA轻底,复古潮鞋,李宁休闲,0,0,3200,1
7904,系带设计,59,162,61,99,97,PU中底,潮流高街,阿迪达斯,0,1,122,2
